ลำดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,รหัสรับร่วม,รับ,สมัคร,ผ่าน,ยืนยันสิทธิ์,อัตราการแข่งขัน,คะแนนสูงสุด,คะแนนต่ำสุด
77,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาคณิตศาสตร์,Admission1,,2433,43,29,0,0,1 : 0.67,0.0000,0.0000
78,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเกาหลี,Admission1,,2433,43,62,14,14,1 : 1.44,94.7000,79.2167
79,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเยอรมัน,Admission1,,2433,43,33,1,1,1 : 0.77,81.2220,81.2220
80,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาจีน,Admission1,,2433,43,47,3,3,1 : 1.09,87.2667,80.4667
81,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาญี่ปุ่น,Admission1,,2433,43,46,6,6,1 : 1.07,92.5333,80.7833
82,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาบาลี,Admission1,,2433,43,80,10,10,1 : 1.86,90.0167,79.7137
83,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาฝรั่งเศส,Admission1,,2433,43,86,10,9,1 : 2,89.6333,81.0500
84,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาอาหรับ,Admission1,,2433,43,1,0,0,1 : 0.02,0.0000,0.0000
85,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาคณิตศาสตร์,Admission1,,2434,56,47,4,4,1 : 0.84,82.3333,77.3333
86,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเกาหลี,Admission1,,2434,56,51,5,4,1 : 0.91,85.5333,83.4000
87,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,Admission1,,2434,56,21,4,3,1 : 0.38,89.6000,78.9333
88,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาจีน,Admission1,,2434,56,39,10,10,1 : 0.7,88.3333,77.6000
89,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,Admission1,,2434,56,48,9,9,1 : 0.86,86.8000,77.5013
90,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาบาลี,Admission1,,2434,56,88,20,19,1 : 1.57,86.1333,78.0000
91,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,Admission1,,2434,56,85,8,7,1 : 1.52,84.0000,77.2667
92,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาอาหรับ,Admission1,,2434,56,3,0,0,1 : 0.05,0.0000,0.0000
93,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ พื้นฐานวิทยาศาสตร์,Admission2,,,8,247,11,8,1 : 30.88,22052.3400,20800.2000
94,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,การปกครอง,สาขาวิชาการปกครอง พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),Admission2,,,16,380,17,16,1 : 23.75,25814.9400,24346.5400
95,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),Admission2,,,16,356,17,16,1 : 22.25,25740.1000,24352.0000
96,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเกาหลี,Admission2,PAT7.7,2441,19,108,4,2,1 : 5.68,25856.9400,25313.4000
97,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,Admission2,PAT7.2,2441,19,53,2,2,1 : 2.79,25102.5000,24349.7400
98,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,Admission2,PAT7.4,2441,19,104,0,0,1 : 5.47,0.0000,0.0000
99,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,Admission2,PAT7.3,2441,19,94,0,0,1 : 4.95,0.0000,0.0000
100,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาบาลี,Admission2,PAT7.6,2441,19,113,7,7,1 : 5.95,24872.6400,24248.0400
101,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,Admission2,PAT7.1,2441,19,137,8,8,1 : 7.21,25847.0400,24141.9000
102,10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาอาหรับ,Admission2,PAT7.5,2441,19,10,0,0,1 : 0.53,0.0000,0.0000
103,10010125400201A,จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,คณะสถาปัตยกรรมศาสตร์,หลักสูตรการออกแบบอุตสาหกรรมบัณฑิต สาขาวิชาการออกแบบอุตสาหกรรม,,,Admission1,,,30,85,30,30,1 : 2.83,52.7667,32.6000
